id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
1,125.05072784423828,131.2552032470703,76.43871307373047,18.410778045654297,113.78631591796876,136.38864135742188,136.3885955810547,114.70626068115234,76.43871307373047,0.0495055429637432,0.0097961677238345,0.0917959883809089,0.0489152930676937,0.2080954164266586,0.0817050859332084,0.2438797801733017,0.0663067176938057,0.7614011764526367,16113517723648.0
2,103.87894439697266,134.5692138671875,60.11491012573242,17.034852981567383,129.1065673828125,119.04894256591795,119.0487289428711,92.87646484375,60.11491012573242,0.0608733706176281,0.0137260109186172,0.0932514071464538,0.059289738535881,0.211337074637413,0.0808211863040924,0.2007625848054886,0.0799386277794838,0.8504542112350464,16068153180160.0
3,110.79136657714844,133.68865966796875,68.18502044677734,17.03848648071289,120.51887512207033,123.83737182617188,123.83621215820312,99.5705337524414,68.18502044677734,0.0542169921100139,0.0120627572759985,0.0925784185528755,0.0552992075681686,0.2088413089513778,0.0812507197260856,0.2244124412536621,0.0713381543755531,0.7901639342308044,17438491017216.0
4,102.04446411132812,135.64572143554688,58.59480285644531,15.455698013305664,126.58033752441406,118.4416275024414,118.4416275024414,90.00434112548828,58.59480285644531,0.0682621076703071,0.0168007127940654,0.0924092680215835,0.06248464807868,0.2087215632200241,0.0801259875297546,0.1826459765434265,0.0885497406125068,0.8837209343910217,12331417337856.0
5,96.28357696533205,137.2217559814453,54.03583526611328,14.746102333068848,137.10047912597656,114.57999420166016,114.57999420166016,83.80197143554688,54.03583526611328,0.0607709102332592,0.0138039207085967,0.0928047820925712,0.0563869997859001,0.2107497155666351,0.0812063664197921,0.2043025493621826,0.0799747556447982,0.8098995685577393,14784058621952.0
6,96.50113677978516,138.68392944335938,45.51675033569336,15.572711944580078,170.24786376953125,118.25785064697266,118.2578353881836,83.48625946044922,45.51675033569336,0.0700215101242065,0.016718303784728,0.0935294777154922,0.0640503615140914,0.2116400748491287,0.0799342691898346,0.172435462474823,0.0916705355048179,0.8853177428245544,15703313743872.0
7,95.63892364501952,136.267333984375,56.04074478149414,14.616878509521484,130.2942657470703,112.16879272460938,112.16879272460938,83.7718734741211,56.04074478149414,0.0479285418987274,0.0097973486408591,0.0911516100168228,0.0469081997871398,0.2071990221738815,0.0813298523426055,0.2521107494831085,0.0635746717453002,0.7294900417327881,12982908092416.0
8,123.03675079345705,130.59042358398438,74.66082763671875,19.637327194213867,115.94127655029295,133.16014099121094,133.0417022705078,113.45685577392578,74.66082763671875,0.0468264482915401,0.0090156393125653,0.0911095514893531,0.0451659224927425,0.2071475088596344,0.0820455551147461,0.2560385167598724,0.0626508444547653,0.9878223538398744,17953170915328.0
9,102.79240417480467,135.25909423828125,49.900272369384766,17.97968864440918,161.99551391601562,119.60513305664062,119.57467651367188,91.21037292480467,49.900272369384766,0.0682279989123344,0.0179214142262935,0.0942939445376396,0.0687483772635459,0.2108732908964157,0.0783935040235519,0.1735040843486786,0.0880373865365982,1.0652037858963013,26582888480768.0
10,113.2897720336914,133.9990234375,68.1026382446289,16.854557037353516,127.97813415527344,128.06179809570312,127.71012878417967,102.93666076660156,68.1026382446289,0.0330604501068592,0.0063635096885263,0.0829099342226982,0.0366351604461669,0.1906888484954834,0.0756571739912033,0.3307958245277405,0.0438890978693962,1.0199038982391355,20724244807680.0
11,122.60002136230467,131.34405517578125,72.10496520996094,19.048707962036133,125.4779815673828,134.73056030273438,134.3546905517578,113.26727294921876,72.10496520996094,0.0469351671636104,0.0087192673236131,0.0907323434948921,0.0449904724955558,0.2081978470087051,0.0823345109820365,0.255452811717987,0.0626375898718833,0.6964071989059448,17874292834304.0
12,104.2755889892578,135.56944274902344,54.57118988037109,16.737409591674805,140.0951385498047,121.3327865600586,121.33271026611328,91.94107055664062,54.57118988037109,0.0677272975444793,0.0149815008044242,0.0921996235847473,0.0580375343561172,0.2107675224542617,0.0812008157372474,0.1857534945011139,0.089332215487957,0.778859555721283,14006514352128.0
13,109.09819793701172,133.5851593017578,60.63350296020508,18.10465240478516,131.61175537109375,122.96759033203124,122.95858764648438,97.6926727294922,60.63350296020508,0.072208248078823,0.016786802560091,0.0920722186565399,0.0627131760120391,0.209847405552864,0.0803252533078193,0.1714682728052139,0.0945786237716674,1.0584166049957275,14225873305600.0
14,109.62508392333984,133.81588745117188,57.697486877441406,19.34714126586914,140.177978515625,123.94598388671876,123.9439697265625,97.70995330810548,57.697486877441406,0.07065150141716,0.0164702590554952,0.0929625704884529,0.064664177596569,0.2110961526632309,0.0799236819148063,0.1717380285263061,0.0924936383962631,0.8366782069206238,14691721019392.0
15,115.09148406982422,128.0569610595703,67.12252807617188,21.683521270751957,120.6859359741211,121.0908432006836,121.08021545410156,106.98347473144533,67.12252807617188,0.0645127445459365,0.014049925841391,0.0924842581152916,0.0582562796771526,0.210671529173851,0.0805306732654571,0.1940235793590545,0.085471011698246,0.9416531324386596,12760457936896.0
16,82.90179443359375,134.67213439941406,52.668495178222656,14.5731840133667,124.68701934814452,95.70134735107422,95.70122528076172,73.32911682128906,52.668495178222656,0.0574520975351333,0.0119792995974421,0.0926167517900466,0.053184650838375,0.2105614393949508,0.0820929408073425,0.2155714929103851,0.076541319489479,0.7191689014434814,13272060264448.0
17,83.7337646484375,135.92437744140625,46.70890045166016,14.818913459777832,152.2254180908203,99.6363754272461,99.63630676269533,73.16529083251953,46.70890045166016,0.0646273642778396,0.0142677994444966,0.0923427119851112,0.0593793056905269,0.2104962021112442,0.081137515604496,0.1927160620689392,0.0850330367684364,0.866237461566925,13891556868096.0
18,101.61268615722656,135.6321563720703,61.24067306518555,15.608736991882324,123.9116439819336,117.2937240600586,117.2936782836914,89.55245971679688,61.24067306518555,0.0548974610865116,0.0113088022917509,0.0926236286759376,0.0528730489313602,0.2110472023487091,0.082614742219448,0.221953272819519,0.0726818367838859,0.6035264730453491,16362608001024.0
